"FECHA VENTA","ANIO VENTA","MES VENTA","DIA VENTA","CODIGO MUNICIPIO_DANE","DEPARTAMENTO INSTALACION","MUNICIPIO INSTALACION","LATITUD","LONGITUD","TIPO AGENTE","TIPO DE COMBUSTIBLE","EDS ACTIVAS","NUMERO DE VENTAS","VEHICULOS ATENDIDOS","CANTIDAD VOLUMEN SUMINISTRADO"
"2020 Oct 02 12:00:00 AM","2,020","10","2","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","4","553","407","6,161.81"
"2020 Oct 10 12:00:00 AM","2,020","10","10","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","304","186","2,472.54"
"2020 Oct 29 12:00:00 AM","2,020","10","29","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","330","200","3,488.33"
"2020 Oct 05 12:00:00 AM","2,020","10","5","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","317","210","2,747.12"
"2020 Oct 04 12:00:00 AM","2,020","10","4","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","206","133","1,685.51"
"2020 Oct 09 12:00:00 AM","2,020","10","9","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","4","500","390","5,197.11"
"2020 Oct 18 12:00:00 AM","2,020","10","18","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","260","162","2,484.04"
"2020 Oct 16 12:00:00 AM","2,020","10","16","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","4","581","414","6,052.12"
"2020 Oct 11 12:00:00 AM","2,020","10","11","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","4","368","269","3,511.19"
"2020 Oct 30 12:00:00 AM","2,020","10","30","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","677","294","5,553.56"
"2020 Sep 11 12:00:00 AM","2,020","9","11","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","359","256","3,730.76"
"2020 Sep 06 12:00:00 AM","2,020","9","6","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","231","169","2,360.54"
"2020 Sep 17 12:00:00 AM","2,020","9","17","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","319","232","3,463.69"
"2020 Sep 19 12:00:00 AM","2,020","9","19","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","267","182","2,702.6"
"2020 Sep 18 12:00:00 AM","2,020","9","18","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","192","140","1,830.75"
"2020 Sep 19 12:00:00 AM","2,020","9","19","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","656","365","5,056.61"
"2020 Sep 09 12:00:00 AM","2,020","9","9","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","325","247","3,586.16"
"2020 Sep 28 12:00:00 AM","2,020","9","28","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","180","133","1,693.39"
"2020 Sep 07 12:00:00 AM","2,020","9","7","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","235","172","2,292.71"
"2020 Sep 11 12:00:00 AM","2,020","9","11","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","215","141","1,884.5"
"2020 Sep 10 12:00:00 AM","2,020","9","10","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","314","231","3,334.06"
"2020 Sep 02 12:00:00 AM","2,020","9","2","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","337","239","3,731.15"
"2020 Sep 09 12:00:00 AM","2,020","9","9","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","219","165","2,101.26"
"2020 Sep 14 12:00:00 AM","2,020","9","14","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","660","399","5,306.43"
"2020 Sep 14 12:00:00 AM","2,020","9","14","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","229","176","2,247.33"
"2020 Sep 02 12:00:00 AM","2,020","9","2","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","611","358","4.805"
"2020 Sep 30 12:00:00 AM","2,020","9","30","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","190","138","1,874.36"
"2020 Sep 01 12:00:00 AM","2,020","9","1","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","600","361","4,793.85"
"2020 Sep 16 12:00:00 AM","2,020","9","16","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","329","241","3,495.04"
"2020 Sep 22 12:00:00 AM","2,020","9","22","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","605","363","4,902.3"
"2020 Sep 08 12:00:00 AM","2,020","9","8","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","223","170","2,108.1"
"2020 Sep 01 12:00:00 AM","2,020","9","1","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","184","124","1,521.59"
"2020 Sep 30 12:00:00 AM","2,020","9","30","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","252","186","2,200.45"
"2020 Sep 18 12:00:00 AM","2,020","9","18","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","272","195","2,466.17"
"2020 Sep 16 12:00:00 AM","2,020","9","16","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","621","374","5,052.54"
"2020 Sep 17 12:00:00 AM","2,020","9","17","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","586","355","4,628.83"
"2020 Sep 06 12:00:00 AM","2,020","9","6","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","172","114","1,409.82"
"2020 Sep 12 12:00:00 AM","2,020","9","12","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","171","118","1,689.1"
"2020 Sep 01 12:00:00 AM","2,020","9","1","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","358","255","3,872.61"
"2020 Sep 02 12:00:00 AM","2,020","9","2","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","165","118","1,692.31"
"2020 Sep 26 12:00:00 AM","2,020","9","26","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","697","410","5,691.92"
"2020 Sep 17 12:00:00 AM","2,020","9","17","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","211","141","1,919.68"
"2020 Sep 26 12:00:00 AM","2,020","9","26","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","249","174","2,195.26"
"2020 Sep 03 12:00:00 AM","2,020","9","3","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","335","241","3,687.25"
"2020 Sep 22 12:00:00 AM","2,020","9","22","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","324","238","3,447.33"
"2020 Sep 21 12:00:00 AM","2,020","9","21","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","228","176","2,186.54"
"2020 Sep 13 12:00:00 AM","2,020","9","13","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","171","113","1,354.74"
"2020 Sep 20 12:00:00 AM","2,020","9","20","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","190","133","1,650.32"
"2020 Sep 06 12:00:00 AM","2,020","9","6","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","525","303","3,842.1"
"2020 Sep 06 12:00:00 AM","2,020","9","6","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","180","123","1,629.01"
"2020 Sep 11 12:00:00 AM","2,020","9","11","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","248","180","2,267.88"
"2020 Sep 22 12:00:00 AM","2,020","9","22","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","189","140","1,730.83"
"2020 Sep 03 12:00:00 AM","2,020","9","3","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","624","378","5,125.57"
"2020 Sep 07 12:00:00 AM","2,020","9","7","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","347","243","3,917.63"
"2020 Sep 09 12:00:00 AM","2,020","9","9","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","597","369","4,620.66"
"2020 Sep 28 12:00:00 AM","2,020","9","28","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","605","372","4,987.74"
"2020 Sep 18 12:00:00 AM","2,020","9","18","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","385","278","4,089.42"
"2020 Sep 23 12:00:00 AM","2,020","9","23","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","216","143","1,895.85"
"2020 Sep 04 12:00:00 AM","2,020","9","4","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","639","383","4,846.28"
"2020 Sep 30 12:00:00 AM","2,020","9","30","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","370","268","4,034.47"
"2020 Sep 23 12:00:00 AM","2,020","9","23","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","252","183","2.372"
"2020 Sep 02 12:00:00 AM","2,020","9","2","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","234","164","2,263.8"
"2020 Sep 08 12:00:00 AM","2,020","9","8","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","335","248","3,607.58"
"2020 Sep 22 12:00:00 AM","2,020","9","22","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","232","174","2,117.99"
"2020 Sep 07 12:00:00 AM","2,020","9","7","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","244","154","2,232.41"
"2020 Sep 18 12:00:00 AM","2,020","9","18","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","689","398","5,614.85"
"2020 Sep 25 12:00:00 AM","2,020","9","25","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","242","156","2,165.51"
"2020 Sep 30 12:00:00 AM","2,020","9","30","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","635","324","5,259.12"
"2020 Sep 01 12:00:00 AM","2,020","9","1","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","220","157","1,920.82"
"2020 Sep 19 12:00:00 AM","2,020","9","19","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","365","260","3,880.97"
"2020 Sep 25 12:00:00 AM","2,020","9","25","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","651","391","5,239.16"
"2020 Sep 21 12:00:00 AM","2,020","9","21","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","236","153","2,091.36"
"2020 Sep 08 12:00:00 AM","2,020","9","8","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","618","375","5,137.17"
"2020 Sep 20 12:00:00 AM","2,020","9","20","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","598","339","4,773.96"
"2020 Sep 05 12:00:00 AM","2,020","9","5","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","220","138","1,860.41"
"2020 Sep 20 12:00:00 AM","2,020","9","20","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","218","145","1,851.23"
"2020 Sep 17 12:00:00 AM","2,020","9","17","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","249","177","2,280.95"
"2020 Sep 08 12:00:00 AM","2,020","9","8","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","178","120","1,721.04"
"2020 Sep 10 12:00:00 AM","2,020","9","10","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","595","354","4,634.78"
"2020 Sep 24 12:00:00 AM","2,020","9","24","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","644","384","4,961.41"
"2020 Sep 15 12:00:00 AM","2,020","9","15","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","634","377","5,168.89"
"2020 Sep 15 12:00:00 AM","2,020","9","15","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","326","242","3,489.9"
"2020 Sep 21 12:00:00 AM","2,020","9","21","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","621","371","4,901.26"
"2020 Sep 26 12:00:00 AM","2,020","9","26","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","335","238","3,508.15"
"2020 Sep 03 12:00:00 AM","2,020","9","3","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","214","139","2,057.12"
"2020 Sep 24 12:00:00 AM","2,020","9","24","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","191","140","1,818.3"
"2020 Sep 29 12:00:00 AM","2,020","9","29","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","217","141","2,038.17"
"2020 Sep 20 12:00:00 AM","2,020","9","20","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","268","193","2,718.51"
"2020 Sep 21 12:00:00 AM","2,020","9","21","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","325","227","3,453.16"
"2020 Sep 27 12:00:00 AM","2,020","9","27","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","184","117","1,465.21"
"2020 Sep 27 12:00:00 AM","2,020","9","27","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","221","138","1,807.44"
"2020 Sep 05 12:00:00 AM","2,020","9","5","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","620","352","4,608.12"
"2020 Sep 09 12:00:00 AM","2,020","9","9","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","213","132","1,821.61"
"2020 Sep 12 12:00:00 AM","2,020","9","12","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","638","361","4,870.64"
"2020 Sep 05 12:00:00 AM","2,020","9","5","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","250","175","2,307.53"
"2020 Sep 11 12:00:00 AM","2,020","9","11","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","626","365","4,950.92"
"2020 Sep 15 12:00:00 AM","2,020","9","15","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","254","191","2,264.99"
"2020 Sep 19 12:00:00 AM","2,020","9","19","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","240","137","2,030.95"
"2020 Sep 29 12:00:00 AM","2,020","9","29","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","234","175","2,199.78"
"2020 Sep 14 12:00:00 AM","2,020","9","14","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","351","252","3,824.59"
"2020 Sep 28 12:00:00 AM","2,020","9","28","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","236","178","2,299.11"
"2020 Sep 27 12:00:00 AM","2,020","9","27","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","539","311","4,060.01"
"2020 Sep 10 12:00:00 AM","2,020","9","10","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","220","169","2,104.69"
"2020 Sep 04 12:00:00 AM","2,020","9","4","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","186","133","1,804.36"
"2020 Sep 04 12:00:00 AM","2,020","9","4","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","379","275","3,940.21"
"2020 Sep 12 12:00:00 AM","2,020","9","12","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","331","235","3,422.68"
"2020 Sep 03 12:00:00 AM","2,020","9","3","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","236","173","2,344.88"
"2020 Sep 25 12:00:00 AM","2,020","9","25","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","330","237","3,547.85"
"2020 Sep 28 12:00:00 AM","2,020","9","28","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","338","247","3,798.55"
"2020 Sep 27 12:00:00 AM","2,020","9","27","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","237","166","2,397.55"
"2020 Sep 12 12:00:00 AM","2,020","9","12","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","249","167","2,233.23"
"2020 Sep 23 12:00:00 AM","2,020","9","23","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","637","369","4,893.18"
"2020 Sep 24 12:00:00 AM","2,020","9","24","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","361","263","3,877.92"
"2020 Sep 16 12:00:00 AM","2,020","9","16","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","232","162","2,126.85"
"2020 Sep 26 12:00:00 AM","2,020","9","26","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","214","152","2,101.4"
"2020 Sep 29 12:00:00 AM","2,020","9","29","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","593","355","4,813.98"
"2020 Sep 05 12:00:00 AM","2,020","9","5","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","321","234","3,466.77"
"2020 Sep 29 12:00:00 AM","2,020","9","29","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","329","236","3,538.7"
"2020 Sep 23 12:00:00 AM","2,020","9","23","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","326","232","3,407.61"
"2020 Sep 16 12:00:00 AM","2,020","9","16","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","188","139","1,900.52"
"2020 Sep 15 12:00:00 AM","2,020","9","15","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","241","149","2,000.51"
"2020 Sep 07 12:00:00 AM","2,020","9","7","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","653","384","5,040.37"
"2020 Sep 13 12:00:00 AM","2,020","9","13","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","201","126","1,648.13"
"2020 Sep 04 12:00:00 AM","2,020","9","4","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","214","151","1,963.89"
"2020 Sep 13 12:00:00 AM","2,020","9","13","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","520","298","3,908.33"
"2020 Sep 24 12:00:00 AM","2,020","9","24","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","231","164","2,143.6"
"2020 Sep 25 12:00:00 AM","2,020","9","25","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","279","197","2,565.37"
"2020 Sep 10 12:00:00 AM","2,020","9","10","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","187","137","1,836.48"
"2020 Sep 13 12:00:00 AM","2,020","9","13","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","204","150","2,102.19"
"2020 Sep 14 12:00:00 AM","2,020","9","14","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","233","174","3,092.63"
"2020 Aug 05 12:00:00 AM","2,020","8","5","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","569","321","4,666.55"
"2020 Aug 18 12:00:00 AM","2,020","8","18","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","214","158","2,013.57"
"2020 Aug 03 12:00:00 AM","2,020","8","3","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","2","84","73","774.3"
"2020 Aug 26 12:00:00 AM","2,020","8","26","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","2","198","154","2.168"
"2020 Aug 21 12:00:00 AM","2,020","8","21","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","222","163","2,102.79"
"2020 Aug 16 12:00:00 AM","2,020","8","16","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","369","218","2,490.25"
"2020 Aug 09 12:00:00 AM","2,020","8","9","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","149","107","1,228.61"
"2020 Aug 29 12:00:00 AM","2,020","8","29","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","3","351","238","3,445.71"
